# Star Trek Fleet Command Help
Date: 2024-10-16

USER: 

ASSISTANT: It seems like your message might not have come through fully. How can I assist you with your Star Trek Fleet Command strategy today? Feel free to share your question or request!

USER: 

ASSISTANT: It seems like your message didn't come through again. If you have any questions or need advice on **Star Trek Fleet Command**, feel free to ask! I'm here to help with strategies, crew setups, ship upgrades, and anything else you might need.

USER: 

ASSISTANT: It looks like your message is still blank. If you're experiencing an issue, you can try refreshing the page or sending your message again. Whenever you're ready, feel free to ask anything related to **Star Trek Fleet Command**, and I'll be happy to assist you!

USER: I'm trying to upload excel files for you to analyze. Is there a reason it won't work?

ASSISTANT: Currently, I don't have the ability to analyze or interact with uploaded files, including Excel spreadsheets. However, if you're able to provide specific details or data from the file, I can help you analyze or interpret it.

For example, if you're tracking resource production, ship stats, or crew setups in your Excel file, you can either share some of the key data points here, or describe what you'd like help with, and I'll guide you through it.

Let me know what you're working on, and we can find a way to approach it!

USER: Territory Research Tree List				Inventory	4.30M	25,800	37,500	48,300	10,500	28,150		 
	C	Next Gen Data	0	0	0	0	0	Next Gen						CM: Increase all Officer stats on Bridge OA: Increase Weapon Damage															
	C	Next Gen La Forge	0	0	0	0	0	Next Gen						CM: Decrease opponents Weapon Damage OA: Increase Shield Health															
	C	Next Gen Riker	0	0	0	0	0	Next Gen						CM: Increase Damage for first round OA: Increase Attack of all Officers on the ship (** Broken Bridge ONLY **)															
	C	Next Gen Troi	0	0	0	0	0	Next Gen						CM: Increase Damage OA: Increase Mitigation															
	U	Nine Of Eleven	0	0	0	0	0	Unimatrix Twelve						CM: Decrease Borg critical hit chance OA: Increase Defence of all Officers on the ship															
	E	Odo	0	0	0	0	0	Deep Space Nine						BDA: Increase Critical Hit Damage OA: Increases base Armor, Shield Deflection and Dodge against solo armadas															
	R	One Of Eleven	0	0	0	0	0	Unimatrix Twelve						CM: Increate Shield Mitigation OA: Increase Protected Cargo															
	U	Origins Burnham	0	0	0	0	0	Discovery Origins						CM: Increase All Officers Attack OA: Increase Damage															
	C	Origins Saru	0	0	0	0	0	Discovery Origins						CM: Increase All Officers Base Defence OA: Increase Hull Health															
	C	Origins Stamets	0	0	0	0	0	Discovery Origins						CM: Increase All Officers Base Health OA: Increase Warp Speed															
	U	Otto	0	0	0	0	0	Khan's Crew						CM: Increase damage to defence platforms OA: Increase Attack of all officers on the bridge															
	R	Pan	0	0	0	0	0	Khan's Crew			Breach	Y		CM: Increase Impulse Speed OA: Chance to apply Hull Breach on your own ship															
	R	Paul Stamets	0	0	0	0	0	Discovery Crew						CM: Increase Jump and Summoning Cost Efficiency OA: Decrease opponent's Armor Piercing when defending from a player															
	E	Phlox	0	0	0	0	0	Enterprise NX-01						BDA: Increases the efficiency of charging the Borg Cube's Cutting Beam OA: On combat start, reduces the opponent's Critical Hit Chance for 8 rounds															
	E	PIC Admiral Picard	0	0	0	0	0	Picard			Morale	Y		CM: At the start of round, chance to apply Morale for 3 rounds against player ships OA: Increases Weapon Damage on combat start against player Explorer for the duration of combat															
	R	PIC Beverly Crusher	0	0	0	0	0	Picard						BDA: Increases the amount of Broken Ship Parts from hostiles OA: Everytime ship is hit by a weapon, increases Critical Damage (Stacks)															
	E	PIC Hugh	0	0	0	0	0	Ex-Borg						BDA: At the beginning of each round of combat, repairs % of hull damage taken in the previous round of combat. OA: Increases the amount of Raw Ore, Crystal and Gas collected while mining with any ship, without draining the mining node faster.															
	E	PIC Riker	0	0	0	0	0	Picard			Burning	Y		CM: At the start of round, chance to apply Burning for 3 rounds against player ships OA: Increases Weapon Damage on combat start against player Battleships for the duration of combat															
	E	PIC Worf	0	0	0	0	0	Picard			Breach	Y		CM: At the start of round, chance to apply Hull Breach for 3 rounds against player ships OA: Increases Weapon Damage on combat start against player Interceptors for the duration of combat															
	E	Pike	0	0	0	0	0	Shakedown Cruise						CM: Increase the effectiveness of all Officer Abilities that trigger in combat OA: Increase Ship XP earned															
	R	Pon	0	0	0	0	0	Explorer Strike Team			Morale		Y	CM: A chance, at the start of combat, to delay the opponents weapons for 3 rounds, while fighting players, and on an Explorer OA: Decreases opponent player's Critical Chance at the start of each round, for 3 rounds if on an Explorer with Morale															
	U	Qa'Ug	0	0	0	0	0	Blood & Honor			Breach		Y	CM: Decrease opponent's officer stats if own ship recieves a Hull Breach OA: Increase accuracy when own ship has Hull Breach															
	E	Quark	0	0	0	0	0	Ferengi Conglomerate						CM: Increase Protected Cargo OA: Increase Mining Speed															
	E	Reginald Barclay	0	0	0	0	0	Holodeck						BDA: Increases the ship's base Protected Cargo OA: Increases the base Defense of all Officers															
	R	Rima	0	0	0	0	0	Khan's Crew			Breach		Y	CM: Increase damage when own ship has hull breach. OA: Increase Critical Hit chances when own ship hass Hull Breach															
	R	Ro Mudd	0	0	0	0	0	Mudd's Crew						CM: Increase Captains Stats OA: Chance to increase damage by 300% of Officer Attack															
	E	Rom	0	0	0	0	0	Ferengi Conglomerate						CM: When attacking a station, delays ship and pltatform weapons by 1 round OA: When attacking a station, increases number of shots of weapons															
	C	Rukor	0	0	0	0	0	Glory in the Kill						CM: Increase damage against players when in an Explorer OA: Increase Energy Weapon Damage against other ships															
	R	Sam Rutherford	0	0	0	0	0	Lower Decks Crew						BDA: Increase ship's Health OA: Increases Armor, Shield Deflection and Dodge															
	R	Saru	0	0	0	0	0	Discovery Crew						CM: Decrease opponents Critical Hit Chance when receiving a critical hit OA: Decrease Opponent's Weapon damage															
	U	Scotty	0	0	0	0	0	Enterprise Crew						CM: Increase Ships repair speed OA: Increase ship's Hull Health															
	E	Sela	0	0	0	0	0	Pride Of Romulus						CM: Increase Critical Hit Damage while cloaked OA: Decrease enemy player's Critical Hit Chance every time the ship scores a hit															
	C	Sesha	0	0	0	0	0	Mudd's Crew						CM: Decrease Eclipse hostile's Critical Hit Chance by 15% OA: Increase Critical Hit Damage aginst Eclipse Hostiles															
	R	Seven Of Eleven	0	0	0	0	0	Unimatrix Twelve						CM: Chance to add 2 shots to each weapon when fighting Borg OA: Increase Health of all Officers on the ship															
	E	Seven Of Nine	0	0	0	0	0	Voyager						BDA: Increases you ship's Isolytic Cascade againt players OA: Increases Critical Hit Damage versus Armadas															
	U	Severus	0	0	0	0	0	Romulan Patriots			Burning		Y	CM: Decrease opponent's Hull Health each round if own ship is burning OA: Increase Damage if own ship is burning															
	E	Shaxs	0	0	0	0	0	Battleship Strike Crew			Burning		Y	BDA: On round start, if on Explorer with Morale, increases Isolytic Defense against players OA: On round start, if on Battleship and enemy player is burning, Increases Isolytic Cascade															
	C	Shev	0	0	0	0	0	Starfleet Academy						CM: Increase Tritanium rewards from Hostiles OA: Increase Energy Damage against Hostiles															
	R	Shran	0	0	0	0	0	Enterprise NX-01						BDA: Increases Crystal Mining Speed OA: Increases base Warp Speed															
	E	Six Of Eleven	0	0	0	0	0	Unimatrix Twelve						CM: Decrease opponent SHP when hitting by Defence OA: Increase Penetration to Armadas by Attack															
	E	SNW Hemmer	0	0	0	0	0	Strange New Worlds						BDA: Increases the Health of all officers on the ship OA: Increases  Armor, Shield Deflection and Dodge when in combat with Survey ships.															
	E	SNW James Kirk	0	0	0	0	0	Strange New Worlds						CM: Reduces enemy Shield Mitigation vs non-Armada Hostiles OA: Increases base Weapon Damage vs non-Armada Hostiles															
	R	SNW La'an	0	0	0	0	0	Strange New Worlds						BDA: SNW La'an increases the ship's base Max Cargo by OA: Increases base Warp Speed															
	E	SNW M'Benga	0	0	0	0	0	Strange New Worlds						CM: Increases all mitigation stats by % of Health vs non-Armada Hostiles OA: Increases SHP every round vs non-Armada Hostiles															
	R	SNW Nurse Chapel	0	0	0	0	0	Strange New Worlds						BDA: At the start of combat, Increases Isolytic Cascade damage vs non-armada Hostiles OA: Increases amount of Volatile Isomatter you get from destroying Gorn Hunters															
	R	SNW Ortegas	0	0	0	0	0	Strange New Worlds						CM: When fighting hostiles, SNW Ortegas increases critical hit chance against hostiles OA: Increases Armor, Shield Deflection, and Dodge by % of total Defense when attacking hostile Explorers from a Battleship															
	R	SNW Pelia	0	0	0	0	0	Strange New Worlds						BDA: Increases Isolytic Defence OA: Reduces Isolytic Damage received from non-Armada hostiles															
	E	SNW Pike	0	0	0	0	0	Strange New Worlds						CM: When fighting hostiles, increases Shield Mitigation OA: When fighting hostiles, decreases hostile Shield Mitigation															
	E	SNW Sam Kirk	0	0	0	0	0	Strange New Worlds						CM: Reduces enemy SHP every round vs non-Armada Hostiles OA: Increases Critical Damage every round vs non-Armada Hostiles															
	R	SNW Spock	0	0	0	0	0	Strange New Worlds						CM: When fighting hostiles, SNW Spock decreases hostile critical hit chance OA: Increases Armor, Shield Deflection, and Dodge by % of total Defense when attacking hostile Interceptors from an Explorer															
	R	SNW Uhura	0	0	0	0	0	Strange New Worlds						CM: When fighting hostiles, SNW Uhura increases critical hit damage OA: Increases Armor, Shield Deflection, and Dodge by % of total Defense when attacking hostile Battleships from an Interceptor															
	E	SNW Una	0	0	0	0	0	Strange New Worlds						CM: When fighting hostiles, SNW Una increases base Weapon Damage OA: Increase Impulse speed															
	R	Spock	0	0	0	0	0	Enterprise Crew			Morale		Y	CM: Increase Accuracy at the start of each round OA: Restore Shield by % of crew's Defence when having Morale															
	R	Stonn	0	0	0	0	0	Surveyors & Miners						CM: Increase Mining Speed (Ore) OA: Increase Cargo size															
	E	Strike Team La'an	0	0	0	0	0	Battleship Strike Crew			Burning	Y	Y	CM: While on Battleship in PvP, if opponent is burning, at the start of each round, increase number of shots OA: While on Battleship in PvP each time ship hits with a weapon % chance of burning for 3 rounds															
